"ID","date","shop","seller","listing","kerivoula_title","kerivoula_text","post_url","title","thumbnail_src","description","description_tbl","variations","bat_verify","kpicta_verify","bat_presentation","bat_part","other_product_type","reviewer_name","notes","image_urls","dataset","mean_price","individuals","part","format","bat","species"
"165793863131_2022-12-30",2022-12-30,"eBay","seller_006","ebay_064",TRUE,TRUE,"https://www.ebay.com/itm/165793863131","q1m (KP)  Painted Bat 1/2 Skeleton Shadowbox Taxidermy Oddities Curiosities dply",,"Q1m #2.10 
 This is a real unique taxidermy bat! His wings are skin, but his body is a skeleton! He is framed nicely in a beautiful wood shadowbox, and is mounted on a light background to show off his unique shape and would look great in any collection! In all, this display is approximately  11"" x 9"" x 2"". 
  
  
 Species:   Kerivoula picta 
 
 The painted bat or painted wooly bat is a species of vesper bat in the family Vespertilionidae. It is also known as ""butterfly bat"", ""rongin chamchika"" or ""komola-badami chamchika"" in Bengali. 
  
  
  
  
  
  
  Check us out!   Please check out our other displays, they make wonderful Christmas, Birthday, Anniversary and some even Man Cave displays!   
 
 We also specialize in Antique Victorian Style displays, insects, animals as well as many other handmade wonderful and unique items and displays!   I have lots of little items for your curiosity cabinets as well! 
 
  
 IF YOU PURCHASE A SECOND ITEM WITH YOUR ORDER AND SEND US A MESSAGE WITH THE ORDER THAT SAYS ""FREE GIFT"", WE WILL INCLUDE A FREE GIFT WITH YOUR ORDER.  ALL ORDERS MUST HAVE 2 OR MORE DIFFERENT ITEMS (NOT ALL OF THE SAME) TO QUALIFY.  OUR WAY OF SAYING ""THANK YOU"" FOR TAKING THE TIME TO LOOK!   
  
 
 All displays will be carefully packed to the best of our ability to insure a safe and damage free arrival.  Returns are excepted, please contact us ASAP if you would like to return the item. Return shipping to be paid by buyer.  Once the item is returned a refund will be issued minus a $25. restocking fee on each of these items ordered. There are no refunds on shipping charges.  When purchasing this item you are agreeing to the following:  NO CLAIMS FOR SMALL BROKEN PARTS such as antennae, detached tails, leg, head, wing or broken tarsi.   This sometimes happens in shipping and are an easy fix.  With  skeletons such as birds, a head or legs can easily be detached and bats it can be a foot or a head. These small parts are easily fixable and you should be aware that you may have to fix (glue) a part or two when purchasing items like this and we will direct you through it.  We do offer videos that show you exactly how to repair these items as well. We will work with you to correct any problems that may occur as our reviews reflect.  If you are not comfortable repairing an item you may return the item, return postage will be the buyers expense and a refund for the item will be refunded as soon as the item is returned less shipping cost or restocking fee if one is posted for that item.   
  
       I rarely have a problem but even with good packaging it is impossible for us to Guarantee that specimens will arrive totally intact.  The post office does now require you to bring the item in for inspection to receive postal insurance payouts. If an item is damaged in shipping beyond repair your refund/discount will be processed once the item is presented at the post office.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Brand: Scenic City Oddities; 
 Origin: From Animal; 
 Type: Standing Mount - Life Size; 
 Animal Type: Bat; 
 Animal Species: Bat",,"TRUE","TRUE","Frame","Mixture",,"JC",,"https://i.ebayimg.com/images/g/p~IAAOSw7vNjfl6I/s-l500.jpg; 
https://i.ebayimg.com/images/g/bAwAAOSwlqNjfl6I/s-l500.jpg; 
https://i.ebayimg.com/images/g/7FsAAOSwlnpjfl6K/s-l500.jpg; 
https://i.ebayimg.com/images/g/UkYAAOSwZxNjfl6I/s-l500.jpg; 
https://i.ebayimg.com/images/g/keEAAOSwulJjfl6I/s-l500.jpg; 
https://i.ebayimg.com/images/g/kXkAAOSw3Bljfl6J/s-l500.jpg; 
https://i.ebayimg.com/images/g/jAMAAOSwlpNjfl6I/s-l500.jpg; 
https://i.ebayimg.com/images/g/hqkAAOSwPxljfl6J/s-l500.jpg",2,182.865,1,"Other","Frame","Bat","K. picta"
"165825883557_2022-12-30",2022-12-30,"eBay","seller_006","ebay_065",TRUE,TRUE,"https://www.ebay.com/itm/165825883557","W4i Taxidermy Oddities Curiosities Bat Kerivoula Picta Fire Bat floating display",,"W4i #7  This is a beautiful nicely showcased bat in a floating frame!  This is a very nicely done display and would look in any collection or for educational purposes!   
 
 Framed Display Approx. Dimensions: 7 x 7 3/4 x 1 1/2"" 
 
 
 This is nicely showcased in a shadowbox type frame that suspends him in a clear elasticity film so both sides may be viewed unobstructed and also gives the specimen the  illusion of ""floating""!    This can be opened but I advise against it as the specimens or the elasticity strip usually are damaged when you open the display.  If the film in your display starts to stick together or gets some bubbles in it you can open the case very slowly so the film releases from both side and close again very slowly and the problem should be resolved.  If the film gets touched or is in a hot area this can happen but it is a very easy fix also s ometimes in shipping the specimen can shift a little in the display.  If this happens please contact us and we will direct you on a quick and easy fix.     Once the display has been opened returns are no longer accepted.  
 
 
 HANGING DISPLAYS:  The floating displays all have removable bases so if you would like,  just a piece or two of Velcro or command strip will mount these right to your wall without a problem.  The case will keep him clean and safe for years to come!  
 
  
 
  
 
  
 
 Species Kerivoula Picta  
 The painted bat is a species of vesper bat in the family Vespertilionidae. It is found in Bangladesh, Brunei, Burma, Cambodia, China, India, Indonesia, Malaysia, Nepal, Sri Lanka, Thailand and Vietnam. It is found in arid woodland and is fairly uncommon but widespread. 
  
 
  
  
   Check us out!   Please check out our other displays, they make wonderful Christmas, Birthday, Anniversary and some even Man Cave displays!   
 
 We also specialize in Antique Victorian Style displays, insects, animals as well as many other handmade wonderful and unique items and displays!   I have lots of little items for your curiosity cabinets as well! 
 
  
 IF YOU PURCHASE A SECOND ITEM WITH YOUR ORDER AND SEND US A MESSAGE WITH THE ORDER THAT SAYS ""FREE GIFT"", WE WILL INCLUDE A FREE GIFT WITH YOUR ORDER.  ALL ORDERS MUST HAVE 2 OR MORE DIFFERENT ITEMS (NOT ALL OF THE SAME) TO QUALIFY.  OUR WAY OF SAYING ""THANK YOU"" FOR TAKING THE TIME TO LOOK!   
  
 
 All displays will be carefully packed to the best of our ability to insure a safe and damage free arrival.      If free First class shipping is offered and chosen it does not include insurance.   If you want your item insured in case of damage in shipping please choose Priority Mail, that includes $100. worth of insurance.  Returns are excepted, please contact us ASAP if you would like to return the item. Return shipping to be paid by buyer.  Once the item is returned a refund will be issued minus a $10. restocking fee on each of these items ordered. There are no refunds on shipping charges.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Brand: Scenic City Oddities; 
 Origin: From Animal; 
 Type: Standing Mount - Life Size; 
 Animal Type: Bat; 
 Animal Species: Kerivoula Picta",,"TRUE","TRUE","Frame","Entire_bat",,"JC",,"https://i.ebayimg.com/images/g/xFUAAOSwdfdjYoBP/s-l500.jpg; 
https://i.ebayimg.com/images/g/ih4AAOSwUVxjYoBO/s-l500.jpg; 
https://i.ebayimg.com/images/g/cTgAAOSwD21jYoBP/s-l500.jpg; 
https://i.ebayimg.com/images/g/bFIAAOSw6rZjYoBO/s-l500.jpg; 
https://i.ebayimg.com/images/g/3agAAOSwAPdjYoBO/s-l500.jpg; 
https://i.ebayimg.com/images/g/g5oAAOSwInpjYoBO/s-l500.jpg; 
https://i.ebayimg.com/images/g/8EwAAOSw7ztjYoBP/s-l500.jpg",2,58.49,2,"Entire bat","Frame","Bat","K. picta"
"165838382570_2022-12-30",2022-12-30,"eBay","seller_006","ebay_066",TRUE,TRUE,"https://www.ebay.com/itm/165838382570","w197 (kp) Painted Bat Taxidermy Glass Dome display Oddity Curiosity collectible",,"Pictures are an example of the one you will be receiving.   
  
 w197 #5      This is a real Painted fire bat nicely showcased in a glass dome display!  This guy is hanging on a metal post.  This is a unique piece and sure to be a conversation starter at your next gathering!  This display is approx. 5 x 2 3/4"" with a black colored wood base . Please see pictures for more of description, last picture shows with ruler.  This is the one you will be receiving.  
 
  
 
 *Please note:  Due to temp. flucuations in shipping sometimes the feet will release from the branch.  Just a drop of glue will put them right back on if this should happen.   
  
 
  
 Species:  Species Kerivoula Picta  
 
 The painted bat is a species of vesper bat in the family Vespertilionidae. It is found in Bangladesh, Brunei, Burma, Cambodia, China, India, Indonesia, Malaysia, Nepal, Sri Lanka, Thailand and Vietnam. It is found in arid woodland and is fairly uncommon but widespread.   
 The Painted Bat is yellow, orange or scarlet in color and gets its name from its wings that appear as if they have been hand painted 
 These are natural specimens so variations should be expected 
 Fragile and should be handled with care. Legally and ethically obtained 
 Painted bats use the intricate bright and broken coloration as a form of camouflage for protection 
  
  
 Check us out!  Please check out our other displays, they make wonderful Christmas, Birthday, Anniversary and some even Man Cave displays!   
 We also specialize in Antique Victorian Style displays, insects, animals as well as many other handmade wonderful and unique items and displays!  I have lots of little items for your curiosity cabinets as well! 
  
 If you purchase a second item with your order  and send us a message with the order that says ""free gift"", We will include a free gift with your order.  All orders have to be for two different items or more to qualify.  Our way of saying Thank you for taking the time to look! 
  
 All displays will be carefully packed to the best of our ability to insure a safe and damage free arrival.  If free First class shipping is offered and chosen it does not include insurance.   If you want your item insured in case of damage in shipping please choose Priority Mail, that includes $100. worth of insurance.  Returns are excepted, please contact us ASAP if you would like to return the item. Return shipping to be paid by buyer.  Once the item is returned a refund will be issued minus a $8.00 restocking fee on each of these items ordered. There are no refunds on shipping charges.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Brand: Scenic City Oddities; 
 Origin: From Animal; 
 Type: Standing Mount - Life Size; 
 Animal Type: Small Animal; 
 Animal Species: Bat",,"TRUE","TRUE","Jar","Entire_bat",,"JC",,"https://i.ebayimg.com/images/g/nSsAAOSwUshjnMrB/s-l500.jpg; 
https://i.ebayimg.com/images/g/~PoAAOSwaDNjnMq~/s-l500.jpg; 
https://i.ebayimg.com/images/g/R4oAAOSw0MljnMrA/s-l500.jpg; 
https://i.ebayimg.com/images/g/fGcAAOSwBhNjnMrB/s-l500.jpg; 
https://i.ebayimg.com/images/g/VaAAAOSw18pjnMq~/s-l500.jpg; 
https://i.ebayimg.com/images/g/HxQAAOSw5sZjnMq~/s-l500.jpg; 
https://i.ebayimg.com/images/g/fqIAAOSwvOxjnMq~/s-l500.jpg; 
https://i.ebayimg.com/images/g/DQQAAOSwb61jnMrA/s-l500.jpg; 
https://i.ebayimg.com/images/g/8VIAAOSwk8BjnMrA/s-l500.jpg",2,73.14,2,"Entire bat","Coffin/Jar","Bat","K. picta"
"165838396053_2022-12-30",2022-12-30,"eBay","seller_006","ebay_067",TRUE,TRUE,"https://www.ebay.com/itm/165838396053","y109e (KP) Painted Bat Dome Collectible Taxidermy Oddities Curiosities display",,"y109e   # 
  
 The Painted bat!  This is a real hanging bat showcased in a glass dome with a wood bottom.  This case shows the bat very well and would be a great addition to any collection and look great just sitting on a shelf!  This dome and the bat are also removable.  This display is approx. 5"" x 2 1/2"".  
  
 
 
 Species:  -   Kerivoula picta  
 
  
 
 NOTE:  If your item is in a glass dome please be aware that the domes are NOT permanently connected to the base.  Care has to be taken when opening or removing the dome so not to damage the display or specimen.  
 
  
 
   Check us out!   Please check out our other displays, they make wonderful Christmas, Birthday, Anniversary and some even Man Cave displays!   
 
 
 We also specialize in Antique Victorian Style displays, insects, animals as well as many other handmade wonderful and unique items and displays!   I have lots of little items for your curiosity cabinets as well! 
 
  
 IF YOU PURCHASE A SECOND ITEM WITH YOUR ORDER AND SEND US A MESSAGE WITH THE ORDER THAT SAYS ""GIFT"", WE WILL INCLUDE A GIFT WITH YOUR ORDER.  ALL ORDERS MUST HAVE 2 OR MORE DIFFERENT ITEMS (NOT ALL OF THE SAME) TO QUALIFY.  OUR WAY OF SAYING ""THANK YOU"" FOR TAKING THE TIME TO LOOK!   
  
 
 All displays will be carefully packed to the best of our ability to insure a safe and damage free arrival.      If free First class shipping is offered and chosen it does not include insurance.   If you want your item insured in case of damage in shipping please choose Priority Mail, that includes $100. worth of insurance.  If Priority mail free shipping is offered you will be covered by $100 worth of insurance.  If damage occurs in shipping, the post office now requires you to bring the package in to a postal center/office for inspection before any insurance payments will be approved and the item has to be in the original shipping box with all packing as you received still in box.  Your refund will be processed once the package has been inspected and the receipt from the post office acknowledging the inspection is forwarded to us. This is an ordeal that no one wants to go through, including us, so we do our best to make sure no one has too! 
 
 
 Returns are accepted, please contact us ASAP if you would like to return the item. Return shipping to be paid by buyer.  Once the item is returned a refund will be issued minus a $10. restocking fee on each of these items ordered. There are no refunds on shipping charges.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Brand: Scenic City Oddities; 
 Type: Standing Mount - Life Size; 
 Animal Type: bat; 
 Animal Species: Kerivoula picta - bat; 
 UPC: Does not apply",,"TRUE","TRUE","Jar","Entire_bat",,"JC",,"https://i.ebayimg.com/images/g/C68AAOSwsIZjnJDQ/s-l500.jpg; 
https://i.ebayimg.com/images/g/vLwAAOSwfWRjnJDR/s-l500.jpg; 
https://i.ebayimg.com/images/g/cZYAAOSwfX9jnJDR/s-l500.jpg; 
https://i.ebayimg.com/images/g/xl0AAOSw-aBjnJDR/s-l500.jpg; 
https://i.ebayimg.com/images/g/t10AAOSwWq5jnJDR/s-l500.jpg; 
https://i.ebayimg.com/images/g/nioAAOSwjNVjnJDQ/s-l500.jpg; 
https://i.ebayimg.com/images/g/ezYAAOSwYnFjnJDS/s-l500.jpg; 
https://i.ebayimg.com/images/g/JHgAAOSwCJVjnJDR/s-l500.jpg; 
https://i.ebayimg.com/images/g/oVoAAOSwy-BjnJDR/s-l500.jpg",2,66.49,1,"Entire bat","Coffin/Jar","Bat","K. picta"
"174674749932_2022-10-28",2022-10-28,"eBay","seller_008","ebay_068",FALSE,TRUE,"https://www.ebay.com/itm/174674749932","Small Hanging Bat In a Glass  - Taxidermy, Oddities, Macabre, Occult, Witchcraft",,"This sale is for one preserved small hanging bat in a glass dome. The Glass Dome is apx. 4"" Tall by 3"" wide. The species of bat in the dome, is a Kerivoula picta and measures apx. 3"" tall by 2"" wide. Bats have a deep association with witchcraft. In Magick, properties of a bat include power, control and luck. Ink crafted from the blood of a bat has been used to enhance spells and make pacts with spirits. Further more the symbolism of a bat shows us we can retreat into the dark womb of Mother Earth and reconnect to her sacred wisdom. (The third picture is a close up of the bat for reference) NOTE: I currently have a few of these available, I will select and send one similar to the one pictured above Contact with any questions )0(","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Animal Type: Bat",,"TRUE","TRUE","Jar","Entire_bat",,"Joanna",,"https://i.ebayimg.com/images/g/~lIAAOSw4a9gR9ZL/s-l500.jpg; 
https://i.ebayimg.com/images/g/mjoAAOSwSLpgR9ZM/s-l500.jpg; 
https://i.ebayimg.com/images/g/0JkAAOSwSwBgR9ZN/s-l500.jpg",1,65,1,"Entire bat","Coffin/Jar","Bat","K. picta"
"185352375274_2022-10-28",2022-10-28,"eBay","seller_009","ebay_069",TRUE,TRUE,"https://www.ebay.com/itm/185352375274","The Painted Bat (Kerivoula picta) Half-Folded Shadow Box Frame Display Case",,"The Painted Bat ( Kerivoula picta )  . Half-folded wings. 
  
 Real Taxidermy. Hand set and framed in the U.K.    
  
 
 This is a common species found in Indonesia and is frequently collected for human consumption. 
  
 Deep shadow box frame has a hanging loop at the rear. Dimensions: 23x17x3.5cm 
  
 If you prefer the specimen  identification  tag below the insect or would like an alternative colour frame or you have any other special requests please send me a message.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.",,"TRUE","TRUE","Frame","Entire_bat",,"Joanna",,"https://i.ebayimg.com/images/g/NwwAAOSwrrZiOb2I/s-l500.jpg; 
https://i.ebayimg.com/images/g/8eUAAOSwBE5iOb2K/s-l500.jpg",1,57.2571428571429,1,"Entire bat","Frame","Bat","K. picta"
"185428368436_2022-10-28",2022-10-28,"eBay","seller_009","ebay_070",TRUE,TRUE,"https://www.ebay.com/itm/185428368436","The Painted Bat (Kerivoula picta) Hanging Skeleton Baroque Box Frame Case",,"The Painted Bat ( Kerivoula picta ) Hanging  Skeleton. Presented in an ornate Baroque style frame. 
  
 Real Taxidermy. Framed in the U.K.    
  
 
 This is a common species found in Indonesia and is frequently collected for human consumption. 
  
 Deep shadow box frame is glass fronted and has a hanging loop at the rear. Dimensions : 17.5x12.5x3.5cm 
  
 If you prefer a standard frame to the Baroque style or you have any other special requests please send me a message.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.",,"TRUE","FALSE","Frame","Skeleton",,"Joanna","species:insect_bat","https://i.ebayimg.com/images/g/AQkAAOSwYyNig7il/s-l500.jpg; 
https://i.ebayimg.com/images/g/KqAAAOSwcrdig7in/s-l500.jpg; 
https://i.ebayimg.com/images/g/QygAAOSw~9tig7iq/s-l500.jpg",1,51.138,,"Skeleton","Frame","Bat","Other bat spp."
"185428380325_2022-10-28",2022-10-28,"eBay","seller_009","ebay_071",TRUE,TRUE,"https://www.ebay.com/itm/185428380325","The Painted Bat (Kerivoula picta) Spread Skeleton Baroque Box Frame Case",,"The Painted Bat ( Kerivoula picta ) Spread  Skeleton. Presented in an ornate Baroque style frame. 
  
 Real Taxidermy. Framed in the U.K.    
  
 
 This is a common species found in Indonesia and is frequently collected for human consumption. 
  
 Deep shadow box frame is glass fronted and has a hanging loop at the rear. Dimensions : 17.5x17.5x6cm 
  
 If you prefer a standard frame to the Baroque style or you have any other special requests please send me a message.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.",,"TRUE","FALSE","Frame","Skeleton",,"Joanna","species:Rhinolophoidea","https://i.ebayimg.com/images/g/EQ8AAOSwR~9ig7w5/s-l500.jpg; 
https://i.ebayimg.com/images/g/IogAAOSwcsRig7w9/s-l500.jpg; 
https://i.ebayimg.com/images/g/9TsAAOSwxlxig7xA/s-l500.jpg",1,74.2392592592593,,"Skeleton","Frame","Bat","Other bat spp."
"185567032897_2022-10-28",2022-10-28,"eBay","seller_009","ebay_072",TRUE,TRUE,"https://www.ebay.com/itm/185567032897","The Painted Bat (Kerivoula picta) Baroque Deep Shadow Box Frame Display Case",,"The Painted Bat ( Kerivoula picta )  .  Presented in an ornate Baroque style frame. 
 
  
 Real Taxidermy. Hand set and framed in the U.K.    
  
 
 This is a common species found in Indonesia and is frequently collected for human consumption. 
  
 Deep shadow box frame has a hanging loop at the rear. Dimensions: 27.5x22.5x3.5cm 
  
 If you prefer a standard frame to the Baroque style or you have any other special requests please send me a message.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.",,"TRUE","TRUE","Frame","Entire_bat",,"Joanna",,"https://i.ebayimg.com/images/g/ZF8AAOSwBxNjFhot/s-l500.jpg; 
https://i.ebayimg.com/images/g/uHkAAOSwqMpjFhov/s-l500.jpg",1,74.5085185185185,1,"Entire bat","Frame","Bat","K. picta"
"195109335173_2022-10-28",2022-10-28,"eBay","seller_010","ebay_073",TRUE,TRUE,"https://www.ebay.com/itm/195109335173","Kerivoula picta",,"Kerivoula picta 
 
 Item Description 
 Scientific name:  Kerivoula picta  Common name: The painted bat Country of Origin: Indonesia Size: Approximately 7-8 inches wingspan (overall width) Gender: Not Specified Condition:  Spread wings. Pictures: Stock images to be used as reference only. Colors and shapes may vary. 
 
   
 
 
 General 
 Welcome to your Taxentomo Ebay Store! A variety of our products are sold here on the Ebay channel, and some are even exclusive to Ebay. You may find other products that are not listed on Ebay on our main Taxentomo site. 
 Please note that ALL our items are REAL specimens. We do not sell insect or bone replicas. All specimens are dead, dried specimens. We do not sell live stocks. All unmounted specimens will need to be rehydrated prior to mounting. All butterflies are sold with folded wings. Photos of the spread specimens are for color and pattern reference only. We will include brief instructions to help, but you may do your research online prior to purchasing and see if you are comfortable with the process. We do offer mounting/framing services. Visit our FB page at Insect Decor. 
 
 
 
 Shipping 
 ALL ORDERS ARE SHIPPED FROM QUEBEC, CANADA.  
 Delivery time: WE SHIP ONCE PER WEEK, ON MONDAYS . All orders that have been paid for after 5pm EST on Monday will ship the following Monday. Shipping cost: We ship to most countries, except Africa. Some destinations may require Priority shipping with tracking. 
 All orders over $100 must ship with Tracking. • USA and Canada:  Cost will vary between $12 and $26 for orders under $500 or 2KG • Europe, Japan, Australia, New Zealand, Brazil, Taiwan, Hong Kong, Singapore, Malaysia: Cost will typically vary between $14 and $34 for orders under $500 or 500g • China, South America and Rest of world: Cost will start at $16 for standard airmail and may go as high as $100 for Priority Mail. Please contact for a quote before purchasing multiple items.  
 We reserve the right to cancel an order if the shipping cost has been significantly miscalculated, especially for orders containing heavy items or for remote locations. We do our best to create accurate shipping rules but the system has some limitations. 
 
 
 Payment 
 All orders must be paid within 3 days after the order has been submitted. Unless there is an agreement between the seller and the buyer, orders will automatically be canceled if payment has not been received.  
 All prices listed on this site are shown in $USD. We use the Ebay payment management system for all payments of orders placed on Ebay. Canadian buyers may also use E-transfers to pay for their orders.  Please reach out to us if you wish to use any other payment method. 
 No discounts may be applied on orders placed through Ebay. Wholesale discounts may be available for orders over $500 directly through our company site. Please reach out with the details of your order. 
 
 
 Returns 
 Returns are unfortunately not accepted. If you have received the wrong item, or if your items have been received damaged, please reach out to us so we can discuss what the solutions are. We truly care about our customers and strive to maintain a 100% feedback score. Please reach out to us with any questions or comments. 
 
 Terms and conditions 
 TAXENTOMO ENR. is a small Canadian-based company. All items are shipped from Quebec, Canada. None of the items sold by TAXENTOMO are listed on the CITES, ES and MBTA protected species lists. It is the buyer's responsibility to validate with their local authorities if other lists may be applicable to their country and if the the imported species are admissible in their country.  If applicable, all import permits must be obtained by the buyer prior to purchasing. Taxentomo Enr. cannot be held responsible for any penalties or fees imposed by the authorities of the importing country. Returned parcels may be refunded upon approval, minus the initial shipping fees. 
 Contact 
 We are very responsive and easy to deal with. We typically respond within the same business day, or within 2 days at most. We try to take a break on the week end, so please be patient if you don't hear back on a Saturday or Sunday. You may reach our via the Ebay messaging system, or through our main website, or again via Facebook. Whichever solution works best. 
 
 Images and Copyrights 
 All photos shown on this website are for reference only. Most have been taken in-house and are a great representation of the specimens that you will receive. The condition of the specimens are indicated in each listing.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details.",,"TRUE","TRUE","Standalone","Entire_bat",,"Joanna",,"https://i.ebayimg.com/images/g/8wEAAOSwZKVim3oD/s-l500.jpg",1,26.4,1,"Entire bat","Standalone","Bat","K. picta"
"195487831483_2022-11-22",2022-11-22,"eBay","seller_011","ebay_074",TRUE,TRUE,"https://www.ebay.com/itm/195487831483","New Listingshadow box wall art real Kerivoula fire bat skeleton taxidermy 8.75"" x 8.75""",,"This shadow box wall art features Kerivoula picta, a real fire bat,  preserved skeleton in the 8.75 x 8.75"" with  black finish outside.  
 
  Shipping is limited to USA Lower 48 only at this time. Each shipment will be carefully packed for safe delivery. Every shadow box can be easily disassembled for additions or small damage repair of the insect due to carrier handling which is beyond our control. Combined shipping will be applied via invoice when you buy more than a single item.  I also offer free pick-up for local customers and free delivery to any expos we attend.","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Type: shadow box; 
 Material: Mixed Materials; 
 Country/Region of Manufacture: United States; 
 Handmade: Yes; 
 Modified Item: No",,"TRUE","UNSURE","Frame","Skeleton",,"JC","species:insect_bat","https://i.ebayimg.com/images/g/2wkAAOSw3AJjfYgC/s-l500.jpg; 
https://i.ebayimg.com/images/g/9RQAAOSwA7BjfYgE/s-l500.jpg; 
https://i.ebayimg.com/images/g/wwIAAOSwNQxjfYgF/s-l500.jpg; 
https://i.ebayimg.com/images/g/tawAAOSwlqNjfYgH/s-l500.jpg; 
https://i.ebayimg.com/images/g/hRgAAOSwKdJjfYgJ/s-l500.jpg",2,33,,"Skeleton","Frame","Bat","Undetermined"
"225248963763_2022-11-15",2022-11-15,"eBay","seller_012","ebay_075",TRUE,FALSE,"https://www.ebay.com/itm/225248963763","KERIVOULA PICTA  | SURABAYA INDONESIA  | AS PICTURED | +220 MM WINGSPAN",,"*** Pictures shown are stock pictures of similar items from this shop, items will be delivered in same or higher quality as shown  ITEM DESCRIPTION:  

 

  All our
mounted items are carefully delivered in plastic containers to prevent damages
on transport, papered items are packaged in glassine envelopes
specifying capture/breeding data and location available.  

  CITES
certificate will be provided in the auctions/selling required  
 

  QUALITY: see Picture
/   Photo is actual specimen before bidding please be sure it
is exactly what you are looking for . ""Buying now"" mode might use sample
stock pictures at the same quality as offered. 

  HOW WE GRADE OUR
LISTINGS (SPECIMENS)  
 

 As Insect specimens are natural products, some are bred and
some others caught in wild, the quality can vary greatly. 
 

 The guide below explains the grading used for specimens in
our listings. 
 

  A1      No
visible imperfections, both antennas, no tearing, scratches or missing part of
the wings (or as perfect as you could expect from wild caught specimens),
with exception of some leg damage. 
 

  A1-   
 Very minor damage, normally restricted to antenna damage or antennae
attached separately in the envelope. 
 

  A-   
  These specimens have minor damage, such as antenna damage, or minor
flight wear such as small scratches, minor sale damage, some minor
fraying/chipping around the edges of the wings. 
 

  A2:     More
significant damage, such as major flight wear, small rips, small pieces missing
from the wings, damage to the thorax or abdomen. 
 

  B or Second Grade   These
specimens have similar damage to A2 specimens, but to a more significant
degree. Usually used as parts replacement or art work material 
 

  ABOUT THIS AUCTION/SALE:  
 

 After auction/sale has ended, complete payment should be
made  WITHIN 5 DAYS after the end of the auction  
 

  DELIVERY (INCLUDE PACKAGING):  
 

  UK mainland: Hermes tracked services or Royal
mail standard.  
 

 For signed shipping (with tracking number) using Royal Mail
services choose the option available upon checkout. 
 

  WORLDWIDE: Royal Mail international standard
parcel services -   No
tracking number available on this option. 
 

 For signed shipping (with tracking number) choose the
option available on international delivery 
 

  COMBINE SHIPMENT  
 

 Possibility to  combine several items  with
no further postage charges or significant postage cost reductions,  just
drop us a message upon check out and I will send you the total amount with the
shipment combined.   
 

  Please let me know if you are interested in combining items
upon checkout or message  ,  I can hold up your items up to  3-4 weeks before
delivering. 
 

 If
payment is done and I have no message for combining, I will deliver package in
the  following working day after payment.  
 

 Mounted specimens is up to 7, all   additional  mounted items will be charge 1 USD
/ .70£ for each extra item after that.  
 

 Unmounted specimens  all you can get no extra
charges on delivery. International deliveries up to 1.2 kg.  
 

 For shipping with insurance: price on request 
 

  All parcels will be pack carefully preventing damage on the
specimens as possible.  
 

 Take a look in
my other items 
 

  GENERAL DISCLAIMER:  
 

 None of the butterflies
offered for sale are listed on  Annex A of the EU Wildlife Trade
Regulations  

     All
items listed here are legal to sell and buy under all UK and international laws
and conforms fully to eBay?s own policies  ( http://pages.ebay.com/help/policies/wildlife.html ).  

     As
required by the new EU legislation (ODR 524/2013) I hereby advice to the EU
Commission's ODR  (Online Dispute Resolution) platform for the settlement
of consumer complaints / disputes:  http://ec.europa.eu/consumers/odr  .","Condition: New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's listing for full details. ; 
 Animal Sub-Type: Butterfly/ Moth; 
 Animal Type: Insects/ Spiders; 
 Item Type: Taxidermy; 
 Country/Region of Manufacture: Mexico; 
 Mounted/ Unmounted: Unmounted; 
  info@edwardmoreno.com",,"TRUE","TRUE","Other","Entire_bat",,"JC","presentation:unclear","https://i.ebayimg.com/images/g/7PIAAOSwId5jLxTd/s-l500.jpg; 
https://i.ebayimg.com/images/g/NyIAAOSwynpjLxTi/s-l500.jpg; 
https://i.ebayimg.com/images/g/HVYAAOSwrcVjLxTj/s-l500.jpg; 
https://i.ebayimg.com/images/g/2TwAAOSwBSljLxTk/s-l500.jpg",2,12.38,1,"Entire bat","Other","Bat","K. picta"
